GEOID,Location,POP,Total_Households,Median_HH_Income,Low_Income_HH,Low_Income_Rate,HH_SNAP,SNAP_Rate,Public_Assistance_HH,Public_Assistance_Rate,Children_0_17,Children_0_4,Children_5_17,Child_Dependency_Rate,Elderly_65_Plus,Elderly_65_74,Elderly_75_Plus,Elderly_Dependency_Rate,Total_Dependency_Rate,HH_With_Children,HH_With_Children_Rate,Single_Parent_HH,Single_Parent_Rate,Renter_Occupied,Renter_Rate,Vacant_Housing_Units,Vacancy_Rate,Built_Before_1940,Old_Housing_Rate,Total_Workers,Workers_No_Car,No_Car_Rate,HH_No_Internet,No_Internet_Rate
291892113343,"Block Group, St. Louis County, Missouri",1902,760,113339,73,9.7,49,6.5,15,2.0,342,85,256,18.0,323,190,133,17.0,35.0,212,28.0,60,8.0,235,31.0,60,8.0,0,0.0,760,60,8.0,30,4.0
291892114011,"Block Group, St. Louis County, Missouri",1565,626,86080,60,9.7,40,6.5,12,2.0,281,70,211,18.0,266,156,109,17.0,35.0,175,28.0,50,8.0,194,31.0,50,8.0,0,0.0,626,50,8.0,25,4.0
291892114012,"Block Group, St. Louis County, Missouri",841,336,68792,32,9.7,21,6.5,6,2.0,151,37,113,18.0,142,84,58,17.0,35.0,94,28.0,26,8.0,104,31.0,26,8.0,0,0.0,336,26,8.0,13,4.0
291892114013,"Block Group, St. Louis County, Missouri",1358,543,88988,52,9.7,35,6.5,10,2.0,244,61,183,18.0,230,135,95,17.0,35.0,152,28.0,43,8.0,168,31.0,43,8.0,0,0.0,543,43,8.0,21,4.0
291892114014,"Block Group, St. Louis County, Missouri",1573,629,74267,61,9.7,40,6.5,12,2.0,283,70,212,18.0,267,157,110,17.0,35.0,176,28.0,50,8.0,194,31.0,50,8.0,0,0.0,629,50,8.0,25,4.0
291892114021,"Block Group, St. Louis County, Missouri",876,350,69774,33,9.7,22,6.5,7,2.0,157,39,118,18.0,148,87,61,17.0,35.0,98,28.0,28,8.0,108,31.0,28,8.0,0,0.0,350,28,8.0,14,4.0
291892114022,"Block Group, St. Louis County, Missouri",874,349,91092,33,9.7,22,6.5,6,2.0,157,39,117,18.0,148,87,61,17.0,35.0,97,28.0,27,8.0,108,31.0,27,8.0,0,0.0,349,27,8.0,13,4.0
291892115001,"Block Group, St. Louis County, Missouri",410,164,76441,15,9.7,10,6.5,3,2.0,73,18,55,18.0,69,41,28,17.0,35.0,45,28.0,13,8.0,50,31.0,13,8.0,0,0.0,164,13,8.0,6,4.0
291892115002,"Block Group, St. Louis County, Missouri",1520,608,104271,58,9.7,39,6.5,12,2.0,273,68,205,18.0,258,152,106,17.0,35.0,170,28.0,48,8.0,188,31.0,48,8.0,0,0.0,608,48,8.0,24,4.0
291892115003,"Block Group, St. Louis County, Missouri",1368,547,96460,53,9.7,35,6.5,10,2.0,246,61,184,18.0,232,136,95,17.0,35.0,153,28.0,43,8.0,169,31.0,43,8.0,0,0.0,547,43,8.0,21,4.0
291892116001,"Block Group, St. Louis County, Missouri",1179,471,70274,45,9.7,30,6.5,9,2.0,212,53,159,18.0,200,117,82,17.0,35.0,131,28.0,37,8.0,146,31.0,37,8.0,0,0.0,471,37,8.0,18,4.0
291892116002,"Block Group, St. Louis County, Missouri",1068,427,104351,41,9.7,27,6.5,8,2.0,192,48,144,18.0,181,106,74,17.0,35.0,119,28.0,34,8.0,132,31.0,34,8.0,0,0.0,427,34,8.0,17,4.0
291892116003,"Block Group, St. Louis County, Missouri",1739,695,88751,67,9.7,45,6.5,13,2.0,313,78,234,18.0,295,173,121,17.0,35.0,194,28.0,55,8.0,215,31.0,55,8.0,0,0.0,695,55,8.0,27,4.0
291892116004,"Block Group, St. Louis County, Missouri",2678,1071,80955,103,9.7,69,6.5,21,2.0,482,120,361,18.0,455,267,187,17.0,35.0,299,28.0,85,8.0,332,31.0,85,8.0,0,0.0,1071,85,8.0,42,4.0
291892116005,"Block Group, St. Louis County, Missouri",1589,635,86054,61,9.7,41,6.5,12,2.0,286,71,214,18.0,270,158,111,17.0,35.0,177,28.0,50,8.0,196,31.0,50,8.0,0,0.0,635,50,8.0,25,4.0
291892116006,"Block Group, St. Louis County, Missouri",1250,500,116183,48,9.7,32,6.5,10,2.0,225,56,168,18.0,212,125,87,17.0,35.0,140,28.0,40,8.0,155,31.0,40,8.0,0,0.0,500,40,8.0,20,4.0
291892117001,"Block Group, St. Louis County, Missouri",1945,778,60448,75,9.7,50,6.5,15,2.0,350,87,262,18.0,330,194,136,17.0,35.0,217,28.0,62,8.0,241,31.0,62,8.0,0,0.0,778,62,8.0,31,4.0
291892117002,"Block Group, St. Louis County, Missouri",1179,471,87866,45,9.7,30,6.5,9,2.0,212,53,159,18.0,200,117,82,17.0,35.0,131,28.0,37,8.0,146,31.0,37,8.0,0,0.0,471,37,8.0,18,4.0
291892117003,"Block Group, St. Louis County, Missouri",1654,661,61214,64,9.7,42,6.5,13,2.0,297,74,223,18.0,281,165,115,17.0,35.0,185,28.0,52,8.0,204,31.0,52,8.0,0,0.0,661,52,8.0,26,4.0
291892117004,"Block Group, St. Louis County, Missouri",433,173,52845,16,9.7,11,6.5,3,2.0,77,19,58,18.0,73,43,30,17.0,35.0,48,28.0,13,8.0,53,31.0,13,8.0,0,0.0,173,13,8.0,6,4.0
291892118011,"Block Group, St. Louis County, Missouri",1311,524,79892,50,9.7,34,6.5,10,2.0,235,58,176,18.0,222,131,91,17.0,35.0,146,28.0,41,8.0,162,31.0,41,8.0,0,0.0,524,41,8.0,20,4.0
291892118012,"Block Group, St. Louis County, Missouri",1478,591,69895,57,9.7,38,6.5,11,2.0,266,66,199,18.0,251,147,103,17.0,35.0,165,28.0,47,8.0,183,31.0,47,8.0,0,0.0,591,47,8.0,23,4.0
291892118013,"Block Group, St. Louis County, Missouri",847,338,51095,32,9.7,21,6.5,6,2.0,152,38,114,18.0,143,84,59,17.0,35.0,94,28.0,27,8.0,104,31.0,27,8.0,0,0.0,338,27,8.0,13,4.0
291892118021,"Block Group, St. Louis County, Missouri",1472,588,86991,57,9.7,38,6.5,11,2.0,264,66,198,18.0,250,147,103,17.0,35.0,164,28.0,47,8.0,182,31.0,47,8.0,0,0.0,588,47,8.0,23,4.0
291892118022,"Block Group, St. Louis County, Missouri",1739,695,93302,67,9.7,45,6.5,13,2.0,313,78,234,18.0,295,173,121,17.0,35.0,194,28.0,55,8.0,215,31.0,55,8.0,0,0.0,695,55,8.0,27,4.0
291892118023,"Block Group, St. Louis County, Missouri",1263,505,101679,48,9.7,32,6.5,10,2.0,227,56,170,18.0,214,126,88,17.0,35.0,141,28.0,40,8.0,156,31.0,40,8.0,0,0.0,505,40,8.0,20,4.0
291892119001,"Block Group, St. Louis County, Missouri",1285,514,71528,49,9.7,33,6.5,10,2.0,231,57,173,18.0,218,128,89,17.0,35.0,143,28.0,41,8.0,159,31.0,41,8.0,0,0.0,514,41,8.0,20,4.0
291892119002,"Block Group, St. Louis County, Missouri",1130,452,72668,43,9.7,29,6.5,9,2.0,203,50,152,18.0,192,113,79,17.0,35.0,126,28.0,36,8.0,140,31.0,36,8.0,0,0.0,452,36,8.0,18,4.0
291892119003,"Block Group, St. Louis County, Missouri",469,187,83785,18,9.7,12,6.5,3,2.0,84,21,63,18.0,79,46,32,17.0,35.0,52,28.0,14,8.0,57,31.0,14,8.0,0,0.0,187,15,8.0,7,4.0
291892119004,"Block Group, St. Louis County, Missouri",1440,576,76007,55,9.7,37,6.5,11,2.0,259,64,194,18.0,244,144,100,17.0,35.0,161,28.0,46,8.0,178,31.0,46,8.0,0,0.0,576,46,8.0,23,4.0
291892119005,"Block Group, St. Louis County, Missouri",1053,421,87018,40,9.7,27,6.5,8,2.0,189,47,142,18.0,179,105,73,17.0,35.0,117,28.0,33,8.0,130,31.0,33,8.0,0,0.0,421,33,8.0,16,4.0
291892120021,"Block Group, St. Louis County, Missouri",2030,812,82014,78,9.7,52,6.5,16,2.0,365,91,274,18.0,345,203,142,17.0,35.0,227,28.0,64,8.0,251,31.0,64,8.0,0,0.0,812,64,8.0,32,4.0
291892120022,"Block Group, St. Louis County, Missouri",1135,454,72569,44,9.7,29,6.5,9,2.0,204,51,153,18.0,192,113,79,17.0,35.0,127,28.0,36,8.0,140,31.0,36,8.0,0,0.0,454,36,8.0,18,4.0
291892120023,"Block Group, St. Louis County, Missouri",1311,524,62469,50,9.7,34,6.5,10,2.0,235,58,176,18.0,222,131,91,17.0,35.0,146,28.0,41,8.0,162,31.0,41,8.0,0,0.0,524,41,8.0,20,4.0
291892120031,"Block Group, St. Louis County, Missouri",1289,515,82358,49,9.7,33,6.5,10,2.0,232,58,174,18.0,219,128,90,17.0,35.0,144,28.0,41,8.0,159,31.0,41,8.0,0,0.0,515,41,8.0,20,4.0
291892120032,"Block Group, St. Louis County, Missouri",2081,832,95593,80,9.7,54,6.5,16,2.0,374,93,280,18.0,353,208,145,17.0,35.0,232,28.0,66,8.0,257,31.0,66,8.0,0,0.0,832,66,8.0,33,4.0
291892120033,"Block Group, St. Louis County, Missouri",1755,702,70746,68,9.7,45,6.5,14,2.0,315,78,236,18.0,298,175,122,17.0,35.0,196,28.0,56,8.0,217,31.0,56,8.0,0,0.0,702,56,8.0,28,4.0
291892120041,"Block Group, St. Louis County, Missouri",1609,643,64350,62,9.7,41,6.5,12,2.0,289,72,217,18.0,273,160,112,17.0,35.0,180,28.0,51,8.0,199,31.0,51,8.0,0,0.0,643,51,8.0,25,4.0
291892120042,"Block Group, St. Louis County, Missouri",1465,586,87722,56,9.7,38,6.5,11,2.0,263,65,197,18.0,249,146,102,17.0,35.0,164,28.0,46,8.0,181,31.0,46,8.0,0,0.0,586,46,8.0,23,4.0
291892120043,"Block Group, St. Louis County, Missouri",1031,412,111431,39,9.7,26,6.5,8,2.0,185,46,139,18.0,175,103,72,17.0,35.0,115,28.0,32,8.0,127,31.0,32,8.0,0,0.0,412,32,8.0,16,4.0
291892121011,"Block Group, St. Louis County, Missouri",1568,627,52900,60,9.7,40,6.5,12,2.0,282,70,211,18.0,266,156,109,17.0,35.0,175,28.0,50,8.0,194,31.0,50,8.0,0,0.0,627,50,8.0,25,4.0
291892121012,"Block Group, St. Louis County, Missouri",1562,624,75329,60,9.7,40,6.5,12,2.0,281,70,210,18.0,265,156,109,17.0,35.0,174,28.0,49,8.0,193,31.0,49,8.0,0,0.0,624,49,8.0,24,4.0
291892121013,"Block Group, St. Louis County, Missouri",1340,536,88427,51,9.7,34,6.5,10,2.0,241,60,180,18.0,227,134,93,17.0,35.0,150,28.0,42,8.0,166,31.0,42,8.0,0,0.0,536,42,8.0,21,4.0
291892121014,"Block Group, St. Louis County, Missouri",1496,598,50853,58,9.7,38,6.5,11,2.0,269,67,201,18.0,254,149,104,17.0,35.0,167,28.0,47,8.0,185,31.0,47,8.0,0,0.0,598,47,8.0,23,4.0
291892121015,"Block Group, St. Louis County, Missouri",874,349,93030,33,9.7,22,6.5,6,2.0,157,39,117,18.0,148,87,61,17.0,35.0,97,28.0,27,8.0,108,31.0,27,8.0,0,0.0,349,27,8.0,13,4.0
291892121021,"Block Group, St. Louis County, Missouri",1863,745,109988,72,9.7,48,6.5,14,2.0,335,83,251,18.0,316,186,130,17.0,35.0,208,28.0,59,8.0,230,31.0,59,8.0,0,0.0,745,59,8.0,29,4.0
291892121022,"Block Group, St. Louis County, Missouri",2064,825,50607,80,9.7,53,6.5,16,2.0,371,92,278,18.0,350,206,144,17.0,35.0,231,28.0,66,8.0,255,31.0,66,8.0,0,0.0,825,66,8.0,33,4.0
291892122011,"Block Group, St. Louis County, Missouri",1649,659,52696,63,9.7,42,6.5,13,2.0,296,74,222,18.0,280,164,115,17.0,35.0,184,28.0,52,8.0,204,31.0,52,8.0,0,0.0,659,52,8.0,26,4.0
291892122012,"Block Group, St. Louis County, Missouri",1988,795,85241,77,9.7,51,6.5,15,2.0,357,89,268,18.0,337,198,139,17.0,35.0,222,28.0,63,8.0,246,31.0,63,8.0,0,0.0,795,63,8.0,31,4.0
291892122013,"Block Group, St. Louis County, Missouri",881,352,111589,34,9.7,22,6.5,7,2.0,158,39,118,18.0,149,88,61,17.0,35.0,98,28.0,28,8.0,109,31.0,28,8.0,0,0.0,352,28,8.0,14,4.0
291892122014,"Block Group, St. Louis County, Missouri",1598,639,53073,61,9.7,41,6.5,12,2.0,287,71,215,18.0,271,159,111,17.0,35.0,178,28.0,51,8.0,198,31.0,51,8.0,0,0.0,639,51,8.0,25,4.0
291892122021,"Block Group, St. Louis County, Missouri",1457,582,70473,56,9.7,37,6.5,11,2.0,262,65,196,18.0,247,145,101,17.0,35.0,162,28.0,46,8.0,180,31.0,46,8.0,0,0.0,582,46,8.0,23,4.0
291892122022,"Block Group, St. Louis County, Missouri",1384,553,74463,53,9.7,35,6.5,11,2.0,249,62,186,18.0,235,138,96,17.0,35.0,154,28.0,44,8.0,171,31.0,44,8.0,0,0.0,553,44,8.0,22,4.0
291892122023,"Block Group, St. Louis County, Missouri",1892,756,60091,73,9.7,49,6.5,15,2.0,340,85,255,18.0,321,189,132,17.0,35.0,211,28.0,60,8.0,234,31.0,60,8.0,0,0.0,756,60,8.0,30,4.0
291892123001,"Block Group, St. Louis County, Missouri",1467,586,108653,56,9.7,38,6.5,11,2.0,264,66,198,18.0,249,146,102,17.0,35.0,164,28.0,46,8.0,181,31.0,46,8.0,0,0.0,586,46,8.0,23,4.0
291892123002,"Block Group, St. Louis County, Missouri",1007,402,84600,38,9.7,26,6.5,8,2.0,181,45,135,18.0,171,100,70,17.0,35.0,112,28.0,32,8.0,124,31.0,32,8.0,0,0.0,402,32,8.0,16,4.0
291892123003,"Block Group, St. Louis County, Missouri",1421,568,71095,55,9.7,36,6.5,11,2.0,255,63,191,18.0,241,142,99,17.0,35.0,159,28.0,45,8.0,176,31.0,45,8.0,0,0.0,568,45,8.0,22,4.0
291892123004,"Block Group, St. Louis County, Missouri",1600,640,82896,62,9.7,41,6.5,12,2.0,288,72,216,18.0,272,160,112,17.0,35.0,179,28.0,51,8.0,198,31.0,51,8.0,0,0.0,640,51,8.0,25,4.0
291892124001,"Block Group, St. Louis County, Missouri",960,384,107871,37,9.7,24,6.5,7,2.0,172,43,129,18.0,163,96,67,17.0,35.0,107,28.0,30,8.0,119,31.0,30,8.0,0,0.0,384,30,8.0,15,4.0
291892124002,"Block Group, St. Louis County, Missouri",1658,663,78934,64,9.7,43,6.5,13,2.0,298,74,223,18.0,281,165,116,17.0,35.0,185,28.0,53,8.0,205,31.0,53,8.0,0,0.0,663,53,8.0,26,4.0
291892125001,"Block Group, St. Louis County, Missouri",1084,433,69675,42,9.7,28,6.5,8,2.0,195,48,146,18.0,184,108,75,17.0,35.0,121,28.0,34,8.0,134,31.0,34,8.0,0,0.0,433,34,8.0,17,4.0
291892125002,"Block Group, St. Louis County, Missouri",1834,733,79243,71,9.7,47,6.5,14,2.0,330,82,247,18.0,311,183,128,17.0,35.0,205,28.0,58,8.0,227,31.0,58,8.0,0,0.0,733,58,8.0,29,4.0
291892125003,"Block Group, St. Louis County, Missouri",1524,609,78674,59,9.7,39,6.5,12,2.0,274,68,205,18.0,259,152,106,17.0,35.0,170,28.0,48,8.0,188,31.0,48,8.0,0,0.0,609,48,8.0,24,4.0
291892125004,"Block Group, St. Louis County, Missouri",1587,634,79701,61,9.7,41,6.5,12,2.0,285,71,214,18.0,269,158,111,17.0,35.0,177,28.0,50,8.0,196,31.0,50,8.0,0,0.0,634,50,8.0,25,4.0
291892126001,"Block Group, St. Louis County, Missouri",1647,658,78692,63,9.7,42,6.5,13,2.0,296,74,222,18.0,279,164,115,17.0,35.0,184,28.0,52,8.0,203,31.0,52,8.0,0,0.0,658,52,8.0,26,4.0
291892126002,"Block Group, St. Louis County, Missouri",1673,669,91526,64,9.7,43,6.5,13,2.0,301,75,225,18.0,284,167,117,17.0,35.0,187,28.0,53,8.0,207,31.0,53,8.0,0,0.0,669,53,8.0,26,4.0
291892126003,"Block Group, St. Louis County, Missouri",1293,517,68544,50,9.7,33,6.5,10,2.0,232,58,174,18.0,219,129,90,17.0,35.0,144,28.0,41,8.0,160,31.0,41,8.0,0,0.0,517,41,8.0,20,4.0
291892126004,"Block Group, St. Louis County, Missouri",962,384,70329,37,9.7,24,6.5,7,2.0,173,43,129,18.0,163,96,67,17.0,35.0,107,28.0,30,8.0,119,31.0,30,8.0,0,0.0,384,30,8.0,15,4.0
291892126005,"Block Group, St. Louis County, Missouri",944,377,94427,36,9.7,24,6.5,7,2.0,169,42,127,18.0,160,94,66,17.0,35.0,105,28.0,30,8.0,116,31.0,30,8.0,0,0.0,377,30,8.0,15,4.0
291892127011,"Block Group, St. Louis County, Missouri",1321,528,104992,51,9.7,34,6.5,10,2.0,237,59,178,18.0,224,132,92,17.0,35.0,147,28.0,42,8.0,163,31.0,42,8.0,0,0.0,528,42,8.0,21,4.0
291892127012,"Block Group, St. Louis County, Missouri",2256,902,81804,87,9.7,58,6.5,18,2.0,406,101,304,18.0,383,225,157,17.0,35.0,252,28.0,72,8.0,279,31.0,72,8.0,0,0.0,902,72,8.0,36,4.0
291892127021,"Block Group, St. Louis County, Missouri",717,286,75719,27,9.7,18,6.5,5,2.0,129,32,96,18.0,121,71,50,17.0,35.0,80,28.0,22,8.0,88,31.0,22,8.0,0,0.0,286,22,8.0,11,4.0
291892127022,"Block Group, St. Louis County, Missouri",1309,523,59114,50,9.7,33,6.5,10,2.0,235,58,176,18.0,222,130,91,17.0,35.0,146,28.0,41,8.0,162,31.0,41,8.0,0,0.0,523,41,8.0,20,4.0
291892127023,"Block Group, St. Louis County, Missouri",1239,495,85745,48,9.7,32,6.5,9,2.0,223,55,167,18.0,210,123,86,17.0,35.0,138,28.0,39,8.0,153,31.0,39,8.0,0,0.0,495,39,8.0,19,4.0
291892131021,"Block Group, St. Louis County, Missouri",1155,462,69914,44,9.7,30,6.5,9,2.0,207,51,155,18.0,196,115,80,17.0,35.0,129,28.0,36,8.0,143,31.0,36,8.0,0,0.0,462,36,8.0,18,4.0
291892131022,"Block Group, St. Louis County, Missouri",1034,413,108241,40,9.7,26,6.5,8,2.0,186,46,139,18.0,175,103,72,17.0,35.0,115,28.0,33,8.0,128,31.0,33,8.0,0,0.0,413,33,8.0,16,4.0
291892131031,"Block Group, St. Louis County, Missouri",1275,510,68992,49,9.7,33,6.5,10,2.0,229,57,172,18.0,216,127,89,17.0,35.0,142,28.0,40,8.0,158,31.0,40,8.0,0,0.0,510,40,8.0,20,4.0
291892131032,"Block Group, St. Louis County, Missouri",1190,476,95756,46,9.7,30,6.5,9,2.0,214,53,160,18.0,202,119,83,17.0,35.0,133,28.0,38,8.0,147,31.0,38,8.0,0,0.0,476,38,8.0,19,4.0
291892131033,"Block Group, St. Louis County, Missouri",1064,425,88668,41,9.7,27,6.5,8,2.0,191,47,143,18.0,180,106,74,17.0,35.0,119,28.0,34,8.0,131,31.0,34,8.0,0,0.0,425,34,8.0,17,4.0
291892131041,"Block Group, St. Louis County, Missouri",1632,652,92677,63,9.7,42,6.5,13,2.0,293,73,220,18.0,277,163,114,17.0,35.0,182,28.0,52,8.0,202,31.0,52,8.0,0,0.0,652,52,8.0,26,4.0
291892131042,"Block Group, St. Louis County, Missouri",1902,760,73183,73,9.7,49,6.5,15,2.0,342,85,256,18.0,323,190,133,17.0,35.0,212,28.0,60,8.0,235,31.0,60,8.0,0,0.0,760,60,8.0,30,4.0
291892132021,"Block Group, St. Louis County, Missouri",1795,718,69548,69,9.7,46,6.5,14,2.0,323,80,242,18.0,305,179,125,17.0,35.0,201,28.0,57,8.0,222,31.0,57,8.0,0,0.0,718,57,8.0,28,4.0
291892132022,"Block Group, St. Louis County, Missouri",1180,472,99382,45,9.7,30,6.5,9,2.0,212,53,159,18.0,200,118,82,17.0,35.0,132,28.0,37,8.0,146,31.0,37,8.0,0,0.0,472,37,8.0,18,4.0
291892132023,"Block Group, St. Louis County, Missouri",1670,668,81472,64,9.7,43,6.5,13,2.0,300,75,225,18.0,283,167,116,17.0,35.0,187,28.0,53,8.0,207,31.0,53,8.0,0,0.0,668,53,8.0,26,4.0
291892132024,"Block Group, St. Louis County, Missouri",861,344,89865,33,9.7,22,6.5,6,2.0,154,38,116,18.0,146,86,60,17.0,35.0,96,28.0,27,8.0,106,31.0,27,8.0,0,0.0,344,27,8.0,13,4.0
291892132025,"Block Group, St. Louis County, Missouri",1086,434,67582,42,9.7,28,6.5,8,2.0,195,48,146,18.0,184,108,76,17.0,35.0,121,28.0,34,8.0,134,31.0,34,8.0,0,0.0,434,34,8.0,17,4.0
291892132031,"Block Group, St. Louis County, Missouri",1079,431,85138,41,9.7,28,6.5,8,2.0,194,48,145,18.0,183,107,75,17.0,35.0,120,28.0,34,8.0,133,31.0,34,8.0,0,0.0,431,34,8.0,17,4.0
291892132032,"Block Group, St. Louis County, Missouri",487,194,86852,18,9.7,12,6.5,3,2.0,87,21,65,18.0,82,48,34,17.0,35.0,54,28.0,15,8.0,60,31.0,15,8.0,0,0.0,194,15,8.0,7,4.0
291892132033,"Block Group, St. Louis County, Missouri",1409,563,72673,54,9.7,36,6.5,11,2.0,253,63,190,18.0,239,140,98,17.0,35.0,157,28.0,45,8.0,174,31.0,45,8.0,0,0.0,563,45,8.0,22,4.0
291892132041,"Block Group, St. Louis County, Missouri",1756,702,90612,68,9.7,45,6.5,14,2.0,316,79,237,18.0,298,175,122,17.0,35.0,196,28.0,56,8.0,217,31.0,56,8.0,0,0.0,702,56,8.0,28,4.0
291892132042,"Block Group, St. Louis County, Missouri",1096,438,71390,42,9.7,28,6.5,8,2.0,197,49,147,18.0,186,109,76,17.0,35.0,122,28.0,35,8.0,135,31.0,35,8.0,0,0.0,438,35,8.0,17,4.0
291892132043,"Block Group, St. Louis County, Missouri",1619,647,58699,62,9.7,42,6.5,12,2.0,291,72,218,18.0,275,161,113,17.0,35.0,181,28.0,51,8.0,200,31.0,51,8.0,0,0.0,647,51,8.0,25,4.0
291892133011,"Block Group, St. Louis County, Missouri",1206,482,71975,46,9.7,31,6.5,9,2.0,217,54,162,18.0,205,120,84,17.0,35.0,134,28.0,38,8.0,149,31.0,38,8.0,0,0.0,482,38,8.0,19,4.0
291892133012,"Block Group, St. Louis County, Missouri",1368,547,84607,53,9.7,35,6.5,10,2.0,246,61,184,18.0,232,136,95,17.0,35.0,153,28.0,43,8.0,169,31.0,43,8.0,0,0.0,547,43,8.0,21,4.0
291892133013,"Block Group, St. Louis County, Missouri",1354,541,98463,52,9.7,35,6.5,10,2.0,243,60,182,18.0,230,135,94,17.0,35.0,151,28.0,43,8.0,167,31.0,43,8.0,0,0.0,541,43,8.0,21,4.0
291892133021,"Block Group, St. Louis County, Missouri",1431,572,76716,55,9.7,37,6.5,11,2.0,257,64,193,18.0,243,143,100,17.0,35.0,160,28.0,45,8.0,177,31.0,45,8.0,0,0.0,572,45,8.0,22,4.0
291892133022,"Block Group, St. Louis County, Missouri",853,341,92268,33,9.7,22,6.5,6,2.0,153,38,115,18.0,145,85,59,17.0,35.0,95,28.0,27,8.0,105,31.0,27,8.0,0,0.0,341,27,8.0,13,4.0
291892133023,"Block Group, St. Louis County, Missouri",1552,620,103203,60,9.7,40,6.5,12,2.0,279,69,209,18.0,263,155,108,17.0,35.0,173,28.0,49,8.0,192,31.0,49,8.0,0,0.0,620,49,8.0,24,4.0
291892134011,"Block Group, St. Louis County, Missouri",1039,415,81837,40,9.7,26,6.5,8,2.0,187,46,140,18.0,176,103,72,17.0,35.0,116,28.0,33,8.0,128,31.0,33,8.0,0,0.0,415,33,8.0,16,4.0
291892134012,"Block Group, St. Louis County, Missouri",1316,526,80126,51,9.7,34,6.5,10,2.0,236,59,177,18.0,223,131,92,17.0,35.0,147,28.0,42,8.0,163,31.0,42,8.0,0,0.0,526,42,8.0,21,4.0
291892134013,"Block Group, St. Louis County, Missouri",1344,537,55722,52,9.7,34,6.5,10,2.0,241,60,181,18.0,228,134,94,17.0,35.0,150,28.0,42,8.0,166,31.0,42,8.0,0,0.0,537,43,8.0,21,4.0
291892134014,"Block Group, St. Louis County, Missouri",1671,668,91239,64,9.7,43,6.5,13,2.0,300,75,225,18.0,284,167,116,17.0,35.0,187,28.0,53,8.0,207,31.0,53,8.0,0,0.0,668,53,8.0,26,4.0
291892134015,"Block Group, St. Louis County, Missouri",1794,717,115184,69,9.7,46,6.5,14,2.0,322,80,242,18.0,304,179,125,17.0,35.0,200,28.0,57,8.0,222,31.0,57,8.0,0,0.0,717,57,8.0,28,4.0
291892134021,"Block Group, St. Louis County, Missouri",1211,484,80898,46,9.7,31,6.5,9,2.0,217,54,163,18.0,205,121,84,17.0,35.0,135,28.0,38,8.0,150,31.0,38,8.0,0,0.0,484,38,8.0,19,4.0
291892134022,"Block Group, St. Louis County, Missouri",1343,537,110573,52,9.7,34,6.5,10,2.0,241,60,181,18.0,228,134,94,17.0,35.0,150,28.0,42,8.0,166,31.0,42,8.0,0,0.0,537,42,8.0,21,4.0
291892135001,"Block Group, St. Louis County, Missouri",644,257,88727,24,9.7,16,6.5,5,2.0,115,28,86,18.0,109,64,45,17.0,35.0,71,28.0,20,8.0,79,31.0,20,8.0,0,0.0,257,20,8.0,10,4.0
291892135002,"Block Group, St. Louis County, Missouri",748,299,42717,29,9.7,19,6.5,5,2.0,134,33,100,18.0,127,74,52,17.0,35.0,83,28.0,23,8.0,92,31.0,23,8.0,0,0.0,299,23,8.0,11,4.0
291892135003,"Block Group, St. Louis County, Missouri",527,210,60714,20,9.7,13,6.5,4,2.0,94,23,71,18.0,89,52,36,17.0,35.0,58,28.0,16,8.0,65,31.0,16,8.0,0,0.0,210,16,8.0,8,4.0
291892135004,"Block Group, St. Louis County, Missouri",1769,707,68415,68,9.7,45,6.5,14,2.0,318,79,238,18.0,300,176,123,17.0,35.0,197,28.0,56,8.0,219,31.0,56,8.0,0,0.0,707,56,8.0,28,4.0
291892136001,"Block Group, St. Louis County, Missouri",1248,499,63988,48,9.7,32,6.5,9,2.0,224,56,168,18.0,212,124,87,17.0,35.0,139,28.0,39,8.0,154,31.0,39,8.0,0,0.0,499,39,8.0,19,4.0
291892136002,"Block Group, St. Louis County, Missouri",1585,634,64911,61,9.7,41,6.5,12,2.0,285,71,213,18.0,269,158,110,17.0,35.0,177,28.0,50,8.0,196,31.0,50,8.0,0,0.0,634,50,8.0,25,4.0
291892136003,"Block Group, St. Louis County, Missouri",1869,747,66544,72,9.7,48,6.5,14,2.0,336,84,252,18.0,317,186,130,17.0,35.0,209,28.0,59,8.0,231,31.0,59,8.0,0,0.0,747,59,8.0,29,4.0
291892136004,"Block Group, St. Louis County, Missouri",1032,412,83282,39,9.7,26,6.5,8,2.0,185,46,139,18.0,175,103,72,17.0,35.0,115,28.0,32,8.0,127,31.0,32,8.0,0,0.0,412,33,8.0,16,4.0
291892136005,"Block Group, St. Louis County, Missouri",1349,539,102811,52,9.7,35,6.5,10,2.0,242,60,182,18.0,229,134,94,17.0,35.0,150,28.0,43,8.0,167,31.0,43,8.0,0,0.0,539,43,8.0,21,4.0
291892137011,"Block Group, St. Louis County, Missouri",1388,555,63323,53,9.7,36,6.5,11,2.0,249,62,187,18.0,235,138,97,17.0,35.0,155,28.0,44,8.0,172,31.0,44,8.0,0,0.0,555,44,8.0,22,4.0
291892137012,"Block Group, St. Louis County, Missouri",1114,445,72849,43,9.7,28,6.5,8,2.0,200,50,150,18.0,189,111,77,17.0,35.0,124,28.0,35,8.0,137,31.0,35,8.0,0,0.0,445,35,8.0,17,4.0
291892137021,"Block Group, St. Louis County, Missouri",1631,652,87197,63,9.7,42,6.5,13,2.0,293,73,220,18.0,277,163,114,17.0,35.0,182,28.0,52,8.0,202,31.0,52,8.0,0,0.0,652,52,8.0,26,4.0
